"Species","variable","value","Onto","Model"
"SCOMPNE_juvenile","Salinity",0.0399859308723232,"juvenile","Abundance"
"SCOMPNE_adult","Salinity",0.00924422906245891,"adult","Abundance"
"MULLBAR_juvenile","Salinity",0.0137439435047605,"juvenile","Abundance"
"MULLBAR_adult","Salinity",0.00185704356537829,"adult","Abundance"
"PAGEERY_juvenile","Salinity",0.00550866365713965,"juvenile","Abundance"
"PAGEERY_adult","Salinity",0.00116481125604033,"adult","Abundance"
"SPARPAG_juvenile","Salinity",0.00242701932503179,"juvenile","Abundance"
"SPARPAG_adult","Salinity",0.00381656993266041,"adult","Abundance"
"TRIPLAS_juvenile","Salinity",0.0244222564348282,"juvenile","Abundance"
"TRIPLAS_adult","Salinity",0.0224761361034806,"adult","Abundance"
"ASPICUC_juvenile","Salinity",0.00492017289904105,"juvenile","Abundance"
"ASPICUC_adult","Salinity",0.0165331395543013,"adult","Abundance"
"CITHMAC_juvenile","Salinity",0.019461832769982,"juvenile","Abundance"
"CITHMAC_adult","Salinity",0.00184756263176575,"adult","Abundance"
"TRACMED_juvenile","Salinity",0.00195774907504989,"juvenile","Abundance"
"TRACMED_adult","Salinity",0.00317045437170259,"adult","Abundance"
"RAJAOXY_adult","Salinity",0.0121294712058203,"adult","Abundance"
"MICMPOU_juvenile","Salinity",0.000939402377849092,"juvenile","Abundance"
"MICMPOU_adult","Salinity",0.00459149970807633,"adult","Abundance"
"ENGRENC_juvenile","Salinity",0.0058106923095801,"juvenile","Abundance"
"ENGRENC_adult","Salinity",0.0106763785999647,"adult","Abundance"
"DIPLVUL_adult","Salinity",0.0101430063832881,"adult","Abundance"
"LEPMBOS_juvenile","Salinity",0.0116724132990235,"juvenile","Abundance"
"LEPMBOS_adult","Salinity",0.0101121432791448,"adult","Abundance"
"DIPLANN_juvenile","Salinity",0.0160332183809213,"juvenile","Abundance"
"DIPLANN_adult","Salinity",0.0152000932481049,"adult","Abundance"
"SARDPIL_juvenile","Salinity",0.0159231059960965,"juvenile","Abundance"
"SARDPIL_adult","Salinity",0.00407875024001274,"adult","Abundance"
"SCYMLIC_adult","Salinity",0.0356858801624594,"adult","Abundance"
"ZEUSFAB_juvenile","Salinity",0.00104823972297127,"juvenile","Abundance"
"ZEUSFAB_adult","Salinity",0.00180252846406167,"adult","Abundance"
"SPICMAE_adult","Salinity",0.00599193367379455,"adult","Abundance"
"SCOMSCO_juvenile","Salinity",0.00780214564771483,"juvenile","Abundance"
"SCOMSCO_adult","Salinity",0.00816200639907518,"adult","Abundance"
"LOPHPIS_juvenile","Salinity",0.00137420002873694,"juvenile","Abundance"
"LOPHPIS_adult","Salinity",0.00387135497085865,"adult","Abundance"
"TRIGLUC_juvenile","Salinity",0.040836290587648,"juvenile","Abundance"
"TRIGLUC_adult","Salinity",0.0576318723706586,"adult","Abundance"
"TRISCAP_juvenile","Salinity",0.0260900814073535,"juvenile","Abundance"
"TRISCAP_adult","Salinity",0.014438857925569,"adult","Abundance"
"SPICFLE_juvenile","Salinity",0.00430797902116959,"juvenile","Abundance"
"SPICFLE_adult","Salinity",0.000684182910235923,"adult","Abundance"
"SPICSMA_juvenile","Salinity",0.00100182935965304,"juvenile","Abundance"
"SPICSMA_adult","Salinity",0.0155014391412859,"adult","Abundance"
"SOLEVUL_juvenile","Salinity",0.0133716041662772,"juvenile","Abundance"
"SOLEVUL_adult","Salinity",0.0146830082036999,"adult","Abundance"
"RAJACLA_juvenile","Salinity",0.00101786942223753,"juvenile","Abundance"
"RAJACLA_adult","Salinity",0.00196645207625774,"adult","Abundance"
"ARNOLAT_adult","Salinity",0.00989220995034426,"adult","Abundance"
"BLENOCE_juvenile","Salinity",0.0161276538641532,"juvenile","Abundance"
"CAPOAPE_juvenile","Salinity",0.0146908525298572,"juvenile","Abundance"
"CAPOAPE_adult","Salinity",0.0107457891241602,"adult","Abundance"
"CEPOMAC_adult","Salinity",0.0154303176691227,"adult","Abundance"
"CONGCON_adult","Salinity",0.0322143406951342,"adult","Abundance"
"GOBIQUA_adult","Salinity",0.00759063857783636,"adult","Abundance"
"LEPTCAV_juvenile","Salinity",0.00732770147803475,"juvenile","Abundance"
"LEPTCAV_adult","Salinity",0.0136636493262873,"adult","Abundance"
"SERAHEP_juvenile","Salinity",0.0184627471912696,"juvenile","Abundance"
"SERAHEP_adult","Salinity",0.019368650743244,"adult","Abundance"
"TRAHDRA_adult","Salinity",0.0131586012620687,"adult","Abundance"
"URANSCA_adult","Salinity",0.0203824074976941,"adult","Abundance"
"ARNORUP_adult","Salinity",0.0101510049016958,"adult","Abundance"
"ARNOTHO_juvenile","Salinity",0.0101126235264451,"juvenile","Abundance"
"GADIARG_adult","Salinity",0.0107083863008619,"adult","Abundance"
"LEPICAU_adult","Salinity",0.0129344299802386,"adult","Abundance"
"MACOSCO_adult","Salinity",0.00405081450549307,"adult","Abundance"
"SERACAB_juvenile","Salinity",0.0134484280696656,"juvenile","Abundance"
"SERACAB_adult","Salinity",0.00429256140557607,"adult","Abundance"
"SCORNOT_adult","Salinity",0.0454752952817537,"adult","Abundance"
"ARGRHEM_adult","Salinity",0.0115863618097667,"adult","Abundance"
"LAMACRO_juvenile","Salinity",0.0301900116023087,"juvenile","Abundance"
"LAMACRO_adult","Salinity",0.0343617268611948,"adult","Abundance"
"NEZUAEQ_juvenile","Salinity",0.024949190949985,"juvenile","Abundance"
"COELCOE_juvenile","Salinity",0.0148952680781989,"juvenile","Abundance"
"HYMEITA_adult","Salinity",0.00566827631476475,"adult","Abundance"
"CALMPHA_juvenile","Salinity",0.0399107519474697,"juvenile","Abundance"
"CALMPHA_adult","Salinity",0.0211016227783348,"adult","Abundance"
"RAJAAST_adult","Salinity",0.0124482322019934,"adult","Abundance"
"TRIGLYR_juvenile","Salinity",0.0111214334768277,"juvenile","Abundance"
"SCORSCO_adult","Salinity",0.0163750129183421,"adult","Abundance"
"RAJAMIR_juvenile","Salinity",0.0145606014571143,"juvenile","Abundance"
"RAJAPOL_juvenile","Salinity",0.00364003728353633,"juvenile","Abundance"
"RAJAPOL_adult","Salinity",0.00440764214759325,"adult","Abundance"
"EUTRGUR_juvenile","Salinity",0.00307516258391849,"juvenile","Abundance"
"EUTRGUR_adult","Salinity",0.0264916819570459,"adult","Abundance"
"SQUABLA_juvenile","Salinity",0.0148641924653415,"juvenile","Abundance"
"SQUABLA_adult","Salinity",0.0165930745436941,"adult","Abundance"
"RAJABRA_juvenile","Salinity",0.0281139202991503,"juvenile","Abundance"
"SPRASPR_adult","Salinity",0.0108314935053075,"adult","Abundance"
"DIAPMET_adult","Salinity",0.026717136717228,"adult","Abundance"
"GONODEN_adult","Salinity",0.0232977911453285,"adult","Abundance"
"ETMOSPI_juvenile","Chlorophyll a",0.00238447635336058,"juvenile","Abundance"
"ETMOSPI_adult","Chlorophyll a",0.00791955069788786,"adult","Abundance"
"GALUMEL_juvenile","Chlorophyll a",0.00577033371367898,"juvenile","Abundance"
"GALUMEL_adult","Chlorophyll a",0.0218368066825469,"adult","Abundance"
"HELIDAC_juvenile","Chlorophyll a",0.00092429906457744,"juvenile","Abundance"
"HELIDAC_adult","Chlorophyll a",0.0015122224063611,"adult","Abundance"
"LOPHBUD_juvenile","Chlorophyll a",0.0226122220786723,"juvenile","Abundance"
"LOPHBUD_adult","Chlorophyll a",0.00658882041131064,"adult","Abundance"
"PAGEBOG_juvenile","Chlorophyll a",0.00361055309330944,"juvenile","Abundance"
"PAGEBOG_adult","Chlorophyll a",0.0147494568237249,"adult","Abundance"
"PHYIBLE_juvenile","Chlorophyll a",0.0118530288263535,"juvenile","Abundance"
"PHYIBLE_adult","Chlorophyll a",0.00242177218050248,"adult","Abundance"
"TRACTRA_juvenile","Chlorophyll a",0.00332148134470612,"juvenile","Abundance"
"TRACTRA_adult","Chlorophyll a",0.0178978759005444,"adult","Abundance"
"SCYOCAN_juvenile","Chlorophyll a",0.0146388331570401,"juvenile","Abundance"
"SCYOCAN_adult","Chlorophyll a",0.0115841343558111,"adult","Abundance"
"TORPMAR_juvenile","Chlorophyll a",0.039477989393178,"juvenile","Abundance"
"BOOPBOO_juvenile","Chlorophyll a",0.00507462807039632,"juvenile","Abundance"
"BOOPBOO_adult","Chlorophyll a",0.00353284995160582,"adult","Abundance"
"MERLMER_juvenile","Chlorophyll a",0.00112405413396591,"juvenile","Abundance"
"MERLMER_adult","Chlorophyll a",0.00127616142685166,"adult","Abundance"
"MULLSUR_juvenile","Chlorophyll a",0.00870943004199629,"juvenile","Abundance"
"MULLSUR_adult","Chlorophyll a",0.00330671249407602,"adult","Abundance"
"PAGEACA_juvenile","Chlorophyll a",0.0123869824887325,"juvenile","Abundance"
"PAGEACA_adult","Chlorophyll a",0.00894023623058985,"adult","Abundance"
"SCOMPNE_juvenile","Chlorophyll a",0.0351825496005235,"juvenile","Abundance"
"SCOMPNE_adult","Chlorophyll a",0.0288607647167692,"adult","Abundance"
"MULLBAR_juvenile","Chlorophyll a",0.00259796506683278,"juvenile","Abundance"
"MULLBAR_adult","Chlorophyll a",0.00372612879805725,"adult","Abundance"
"PAGEERY_juvenile","Chlorophyll a",0.00804029453774784,"juvenile","Abundance"
"PAGEERY_adult","Chlorophyll a",0.00137368337818228,"adult","Abundance"
"SPARPAG_juvenile","Chlorophyll a",0.00473528741699333,"juvenile","Abundance"
"SPARPAG_adult","Chlorophyll a",0.00717118125756521,"adult","Abundance"
"TRIPLAS_juvenile","Chlorophyll a",0.010983335169957,"juvenile","Abundance"
"TRIPLAS_adult","Chlorophyll a",0.00960733528983133,"adult","Abundance"
"ASPICUC_juvenile","Chlorophyll a",0.00524472684360826,"juvenile","Abundance"
"ASPICUC_adult","Chlorophyll a",0.0077672500471195,"adult","Abundance"
"CITHMAC_juvenile","Chlorophyll a",0.01094346827987,"juvenile","Abundance"
"CITHMAC_adult","Chlorophyll a",0.0018012231379299,"adult","Abundance"
"TRACMED_juvenile","Chlorophyll a",0.00724507432177057,"juvenile","Abundance"
"TRACMED_adult","Chlorophyll a",0.00491327786641667,"adult","Abundance"
"RAJAOXY_adult","Chlorophyll a",0.0531961771317304,"adult","Abundance"
"MICMPOU_juvenile","Chlorophyll a",0.00903248859723326,"juvenile","Abundance"
"MICMPOU_adult","Chlorophyll a",0.00380545011184979,"adult","Abundance"
"ENGRENC_juvenile","Chlorophyll a",0.00732663215693225,"juvenile","Abundance"
"ENGRENC_adult","Chlorophyll a",0.00149947992947268,"adult","Abundance"
"DIPLVUL_adult","Chlorophyll a",0.0105831744009737,"adult","Abundance"
"LEPMBOS_juvenile","Chlorophyll a",0.0384258903436132,"juvenile","Abundance"
"LEPMBOS_adult","Chlorophyll a",0.129093737143259,"adult","Abundance"
"DIPLANN_juvenile","Chlorophyll a",0.00780875577444173,"juvenile","Abundance"
"DIPLANN_adult","Chlorophyll a",0.00809532055041387,"adult","Abundance"
"SARDPIL_juvenile","Chlorophyll a",0.00305179238634539,"juvenile","Abundance"
"SARDPIL_adult","Chlorophyll a",0.00952790335452955,"adult","Abundance"
"SCYMLIC_adult","Chlorophyll a",0.0828060286588206,"adult","Abundance"
"ZEUSFAB_juvenile","Chlorophyll a",0.0147713856806015,"juvenile","Abundance"
"ZEUSFAB_adult","Chlorophyll a",0.0118544474732115,"adult","Abundance"
"SPICMAE_adult","Chlorophyll a",0.0921972575502985,"adult","Abundance"
"SCOMSCO_juvenile","Chlorophyll a",0.0216201696349737,"juvenile","Abundance"
"SCOMSCO_adult","Chlorophyll a",0.011580296268652,"adult","Abundance"
"LOPHPIS_juvenile","Chlorophyll a",0.0100530145060764,"juvenile","Abundance"
"LOPHPIS_adult","Chlorophyll a",0.0115119744081141,"adult","Abundance"
"TRIGLUC_juvenile","Chlorophyll a",0.0164712099280077,"juvenile","Abundance"
"TRIGLUC_adult","Chlorophyll a",0.0171479944694953,"adult","Abundance"
"TRISCAP_juvenile","Chlorophyll a",0.0037824663963379,"juvenile","Abundance"
"TRISCAP_adult","Chlorophyll a",0.0176102386848911,"adult","Abundance"
"SPICFLE_juvenile","Chlorophyll a",0.05300429082215,"juvenile","Abundance"
"SPICFLE_adult","Chlorophyll a",0.0347964893580488,"adult","Abundance"
"SPICSMA_juvenile","Chlorophyll a",0.0456954409972574,"juvenile","Abundance"
"SPICSMA_adult","Chlorophyll a",0.0629647894080842,"adult","Abundance"
"SOLEVUL_juvenile","Chlorophyll a",0.015428526395006,"juvenile","Abundance"
"SOLEVUL_adult","Chlorophyll a",0.00929088350403135,"adult","Abundance"
"RAJACLA_juvenile","Chlorophyll a",0.0192076717191144,"juvenile","Abundance"
"RAJACLA_adult","Chlorophyll a",0.0111850693272032,"adult","Abundance"
"ARNOLAT_adult","Chlorophyll a",0.0377301921411963,"adult","Abundance"
"BLENOCE_juvenile","Chlorophyll a",0.0362598517470974,"juvenile","Abundance"
"CAPOAPE_juvenile","Chlorophyll a",0.0171446369964679,"juvenile","Abundance"
"CAPOAPE_adult","Chlorophyll a",0.0174462994804592,"adult","Abundance"
"CEPOMAC_adult","Chlorophyll a",0.0385479672834195,"adult","Abundance"
"CONGCON_adult","Chlorophyll a",0.019218845575077,"adult","Abundance"
"GOBIQUA_adult","Chlorophyll a",0.012425973177985,"adult","Abundance"
"LEPTCAV_juvenile","Chlorophyll a",0.0145128350487701,"juvenile","Abundance"
"LEPTCAV_adult","Chlorophyll a",0.0185428169809083,"adult","Abundance"
"SERAHEP_juvenile","Chlorophyll a",0.00318453631951697,"juvenile","Abundance"
"SERAHEP_adult","Chlorophyll a",0.00274482930304588,"adult","Abundance"
"TRAHDRA_adult","Chlorophyll a",0.0531629557172866,"adult","Abundance"
"URANSCA_adult","Chlorophyll a",0.037219727401378,"adult","Abundance"
"ARNORUP_adult","Chlorophyll a",0.02412071677818,"adult","Abundance"
"ARNOTHO_juvenile","Chlorophyll a",0.0789783104642249,"juvenile","Abundance"
"GADIARG_adult","Chlorophyll a",0.0575735159125163,"adult","Abundance"
"LEPICAU_adult","Chlorophyll a",0.0750108085086823,"adult","Abundance"
"MACOSCO_adult","Chlorophyll a",0.00535960277329681,"adult","Abundance"
"SERACAB_juvenile","Chlorophyll a",0.0126400310424584,"juvenile","Abundance"
"SERACAB_adult","Chlorophyll a",0.00505685754191102,"adult","Abundance"
"SCORNOT_adult","Chlorophyll a",0.0125337475798305,"adult","Abundance"
"ARGRHEM_adult","Chlorophyll a",0.00745475241766655,"adult","Abundance"
"LAMACRO_juvenile","Chlorophyll a",0.112417374091605,"juvenile","Abundance"
"LAMACRO_adult","Chlorophyll a",0.139960630276575,"adult","Abundance"
"NEZUAEQ_juvenile","Chlorophyll a",0.0747441551391893,"juvenile","Abundance"
"COELCOE_juvenile","Chlorophyll a",0.0438813127588688,"juvenile","Abundance"
"HYMEITA_adult","Chlorophyll a",0.016135135139143,"adult","Abundance"
"CALMPHA_juvenile","Chlorophyll a",0.06139133769717,"juvenile","Abundance"
"CALMPHA_adult","Chlorophyll a",0.038245766826727,"adult","Abundance"
"RAJAAST_adult","Chlorophyll a",0.0145941947249413,"adult","Abundance"
"TRIGLYR_juvenile","Chlorophyll a",0.0489011963169146,"juvenile","Abundance"
"SCORSCO_adult","Chlorophyll a",0.035244567409419,"adult","Abundance"
"RAJAMIR_juvenile","Chlorophyll a",0.0171708808320344,"juvenile","Abundance"
"RAJAPOL_juvenile","Chlorophyll a",0.0123042111526489,"juvenile","Abundance"
"RAJAPOL_adult","Chlorophyll a",0.0164084791865555,"adult","Abundance"
"EUTRGUR_juvenile","Chlorophyll a",0.0460357465962882,"juvenile","Abundance"
"EUTRGUR_adult","Chlorophyll a",0.0339961413077568,"adult","Abundance"
"SQUABLA_juvenile","Chlorophyll a",0.0796039586241687,"juvenile","Abundance"
"SQUABLA_adult","Chlorophyll a",0.0936564957006742,"adult","Abundance"
"RAJABRA_juvenile","Chlorophyll a",0.0227611605752914,"juvenile","Abundance"
"SPRASPR_adult","Chlorophyll a",0.00639692779253137,"adult","Abundance"
"DIAPMET_adult","Chlorophyll a",0.0698074722835593,"adult","Abundance"
"GONODEN_adult","Chlorophyll a",0.0746883368531842,"adult","Abundance"
"ETMOSPI_juvenile","Human pressures",0.0117484592989023,"juvenile","Abundance"
"ETMOSPI_adult","Human pressures",0.00965206902850016,"adult","Abundance"
"GALUMEL_juvenile","Human pressures",0.032848782508831,"juvenile","Abundance"
"GALUMEL_adult","Human pressures",0.00393083916202241,"adult","Abundance"
"HELIDAC_juvenile","Human pressures",0.0145335235279022,"juvenile","Abundance"
"HELIDAC_adult","Human pressures",0.00222870191755763,"adult","Abundance"
"LOPHBUD_juvenile","Human pressures",0.00594608370874308,"juvenile","Abundance"
"LOPHBUD_adult","Human pressures",0.00590908122483392,"adult","Abundance"
"PAGEBOG_juvenile","Human pressures",0.02398575883629,"juvenile","Abundance"
"PAGEBOG_adult","Human pressures",0.0122930092499892,"adult","Abundance"
"PHYIBLE_juvenile","Human pressures",0.00500729479359594,"juvenile","Abundance"
"PHYIBLE_adult","Human pressures",0.00140711520553278,"adult","Abundance"
"TRACTRA_juvenile","Human pressures",0.00104123687872446,"juvenile","Abundance"
"TRACTRA_adult","Human pressures",0.00197098535210084,"adult","Abundance"
"SCYOCAN_juvenile","Human pressures",0.143014019433552,"juvenile","Abundance"
"SCYOCAN_adult","Human pressures",0.0306893692564727,"adult","Abundance"
"TORPMAR_juvenile","Human pressures",0.073087363017858,"juvenile","Abundance"
"BOOPBOO_juvenile","Human pressures",0.00933848558496251,"juvenile","Abundance"
"BOOPBOO_adult","Human pressures",0.00342145318270056,"adult","Abundance"
"MERLMER_juvenile","Human pressures",0.00394024258517921,"juvenile","Abundance"
"MERLMER_adult","Human pressures",0.00473969209452648,"adult","Abundance"
"MULLSUR_juvenile","Human pressures",0.0723280156458393,"juvenile","Abundance"
"MULLSUR_adult","Human pressures",0.10218926348527,"adult","Abundance"
"PAGEACA_juvenile","Human pressures",0.018853611618882,"juvenile","Abundance"
"PAGEACA_adult","Human pressures",0.0217740428556645,"adult","Abundance"
"SCOMPNE_juvenile","Human pressures",0.0597251916235876,"juvenile","Abundance"
"SCOMPNE_adult","Human pressures",0.0381137369582361,"adult","Abundance"
"MULLBAR_juvenile","Human pressures",0.00875788578061387,"juvenile","Abundance"
"MULLBAR_adult","Human pressures",0.00342148136093426,"adult","Abundance"
"PAGEERY_juvenile","Human pressures",0.0116658926920137,"juvenile","Abundance"
"PAGEERY_adult","Human pressures",0.00697760109582706,"adult","Abundance"
"SPARPAG_juvenile","Human pressures",0.0913724798122537,"juvenile","Abundance"
"SPARPAG_adult","Human pressures",0.0814842117167597,"adult","Abundance"
"TRIPLAS_juvenile","Human pressures",0.0586356331159954,"juvenile","Abundance"
"TRIPLAS_adult","Human pressures",0.0877851451294153,"adult","Abundance"
"ASPICUC_juvenile","Human pressures",0.116283761342824,"juvenile","Abundance"
"ASPICUC_adult","Human pressures",0.0686610522497586,"adult","Abundance"
"CITHMAC_juvenile","Human pressures",0.0486188619048456,"juvenile","Abundance"
"CITHMAC_adult","Human pressures",0.0868258942776201,"adult","Abundance"
"TRACMED_juvenile","Human pressures",0.021013498896793,"juvenile","Abundance"
"TRACMED_adult","Human pressures",0.0150212746481997,"adult","Abundance"
"RAJAOXY_adult","Human pressures",0.110102172225033,"adult","Abundance"
"MICMPOU_juvenile","Human pressures",0.00528895544888683,"juvenile","Abundance"
"MICMPOU_adult","Human pressures",0.00792319583262993,"adult","Abundance"
"ENGRENC_juvenile","Human pressures",0.0381250826060671,"juvenile","Abundance"
"ENGRENC_adult","Human pressures",0.0278950525618175,"adult","Abundance"
"DIPLVUL_adult","Human pressures",0.025525683782716,"adult","Abundance"
"LEPMBOS_juvenile","Human pressures",0.0469763293427115,"juvenile","Abundance"
"LEPMBOS_adult","Human pressures",0.0225685954633646,"adult","Abundance"
"DIPLANN_juvenile","Human pressures",0.0401554404228048,"juvenile","Abundance"
"DIPLANN_adult","Human pressures",0.0155594161988188,"adult","Abundance"
"SARDPIL_juvenile","Human pressures",0.0269224223938212,"juvenile","Abundance"
"SARDPIL_adult","Human pressures",0.0272460125738061,"adult","Abundance"
"SCYMLIC_adult","Human pressures",0.0501341472764336,"adult","Abundance"
"ZEUSFAB_juvenile","Human pressures",0.0305053952068559,"juvenile","Abundance"
"ZEUSFAB_adult","Human pressures",0.0476005958109408,"adult","Abundance"
"SPICMAE_adult","Human pressures",0.0140129549918547,"adult","Abundance"
"SCOMSCO_juvenile","Human pressures",0.0174022985144069,"juvenile","Abundance"
"SCOMSCO_adult","Human pressures",0.0181196856150464,"adult","Abundance"
"LOPHPIS_juvenile","Human pressures",0.015913086801575,"juvenile","Abundance"
"LOPHPIS_adult","Human pressures",0.00737941418629525,"adult","Abundance"
"TRIGLUC_juvenile","Human pressures",0.0661337436827281,"juvenile","Abundance"
"TRIGLUC_adult","Human pressures",0.073401711209806,"adult","Abundance"
"TRISCAP_juvenile","Human pressures",0.0955811304378518,"juvenile","Abundance"
"TRISCAP_adult","Human pressures",0.0515962466837975,"adult","Abundance"
"SPICFLE_juvenile","Human pressures",0.00446838934917596,"juvenile","Abundance"
"SPICFLE_adult","Human pressures",0.00414520761872129,"adult","Abundance"
"SPICSMA_juvenile","Human pressures",0.00643545596132675,"juvenile","Abundance"
"SPICSMA_adult","Human pressures",0.033128728295556,"adult","Abundance"
"SOLEVUL_juvenile","Human pressures",0.139820144692668,"juvenile","Abundance"
"SOLEVUL_adult","Human pressures",0.0922454886318328,"adult","Abundance"
"RAJACLA_juvenile","Human pressures",0.121277714030801,"juvenile","Abundance"
"RAJACLA_adult","Human pressures",0.118063351703998,"adult","Abundance"
"ARNOLAT_adult","Human pressures",0.0711285292618877,"adult","Abundance"
"BLENOCE_juvenile","Human pressures",0.0709221517104004,"juvenile","Abundance"
"CAPOAPE_juvenile","Human pressures",0.0116715286856141,"juvenile","Abundance"
"CAPOAPE_adult","Human pressures",0.0164720297411879,"adult","Abundance"
"CEPOMAC_adult","Human pressures",0.040337902861638,"adult","Abundance"
"CONGCON_adult","Human pressures",0.0200517175706611,"adult","Abundance"
"GOBIQUA_adult","Human pressures",0.0398727794422742,"adult","Abundance"
"LEPTCAV_juvenile","Human pressures",0.0366768934737977,"juvenile","Abundance"
"LEPTCAV_adult","Human pressures",0.0384436748868227,"adult","Abundance"
"SERAHEP_juvenile","Human pressures",0.038024610710587,"juvenile","Abundance"
"SERAHEP_adult","Human pressures",0.0422339877680189,"adult","Abundance"
"TRAHDRA_adult","Human pressures",0.063279272578101,"adult","Abundance"
"URANSCA_adult","Human pressures",0.0288912667000013,"adult","Abundance"
"ARNORUP_adult","Human pressures",0.0465130683182754,"adult","Abundance"
"ARNOTHO_juvenile","Human pressures",0.101708179232619,"juvenile","Abundance"
"GADIARG_adult","Human pressures",0.040160960022085,"adult","Abundance"
"LEPICAU_adult","Human pressures",0.0292753242471427,"adult","Abundance"
"MACOSCO_adult","Human pressures",0.0163873264543538,"adult","Abundance"
"SERACAB_juvenile","Human pressures",0.0668929044225463,"juvenile","Abundance"
"SERACAB_adult","Human pressures",0.0948487283995149,"adult","Abundance"
"SCORNOT_adult","Human pressures",0.0413326643004861,"adult","Abundance"
"ARGRHEM_adult","Human pressures",0.00956213151451528,"adult","Abundance"
"LAMACRO_juvenile","Human pressures",0.0598562285571703,"juvenile","Abundance"
"LAMACRO_adult","Human pressures",0.0452645063203905,"adult","Abundance"
"NEZUAEQ_juvenile","Human pressures",0.0281206399756274,"juvenile","Abundance"
"COELCOE_juvenile","Human pressures",0.0795119727346228,"juvenile","Abundance"
"HYMEITA_adult","Human pressures",0.149731340860977,"adult","Abundance"
"CALMPHA_juvenile","Human pressures",0.0578145103895677,"juvenile","Abundance"
"CALMPHA_adult","Human pressures",0.0484477064546704,"adult","Abundance"
"RAJAAST_adult","Human pressures",0.0847289721092668,"adult","Abundance"
"TRIGLYR_juvenile","Human pressures",0.0487604080363585,"juvenile","Abundance"
"SCORSCO_adult","Human pressures",0.0546447316876669,"adult","Abundance"
"RAJAMIR_juvenile","Human pressures",0.0477676921033343,"juvenile","Abundance"
"RAJAPOL_juvenile","Human pressures",0.10531135161566,"juvenile","Abundance"
"RAJAPOL_adult","Human pressures",0.0921148751343555,"adult","Abundance"
"EUTRGUR_juvenile","Human pressures",0.0663188405755061,"juvenile","Abundance"
"EUTRGUR_adult","Human pressures",0.063026996216746,"adult","Abundance"
"SQUABLA_juvenile","Human pressures",0.0322403357619668,"juvenile","Abundance"
"SQUABLA_adult","Human pressures",0.0412280768496477,"adult","Abundance"
"RAJABRA_juvenile","Human pressures",0.0809472396504649,"juvenile","Abundance"
"SPRASPR_adult","Human pressures",0.0268716251270342,"adult","Abundance"
"DIAPMET_adult","Human pressures",0.0547014731196438,"adult","Abundance"
"GONODEN_adult","Human pressures",0.123778923864487,"adult","Abundance"
"ETMOSPI_juvenile","Year",0.14299038778954,"juvenile","Abundance"
"ETMOSPI_adult","Year",0.166001212974338,"adult","Abundance"
"GALUMEL_juvenile","Year",0.0259937598969123,"juvenile","Abundance"
"GALUMEL_adult","Year",0.00861980984926833,"adult","Abundance"
"HELIDAC_juvenile","Year",0.0025923714811261,"juvenile","Abundance"
"HELIDAC_adult","Year",0.0317852121462965,"adult","Abundance"
"LOPHBUD_juvenile","Year",0.0478676500433045,"juvenile","Abundance"
"LOPHBUD_adult","Year",0.0502912827555221,"adult","Abundance"
"PAGEBOG_juvenile","Year",0.00979596280198095,"juvenile","Abundance"
"PAGEBOG_adult","Year",0.0300124452207088,"adult","Abundance"
"PHYIBLE_juvenile","Year",0.0843525330804257,"juvenile","Abundance"
"PHYIBLE_adult","Year",0.140773275570894,"adult","Abundance"
"TRACTRA_juvenile","Year",0.164744003360188,"juvenile","Abundance"
"TRACTRA_adult","Year",0.0706345473504441,"adult","Abundance"
"SCYOCAN_juvenile","Year",0.00852606067901295,"juvenile","Abundance"
"SCYOCAN_adult","Year",0.0113259467669909,"adult","Abundance"
"TORPMAR_juvenile","Year",0.166878815252257,"juvenile","Abundance"
"BOOPBOO_juvenile","Year",0.0786657350784956,"juvenile","Abundance"
"BOOPBOO_adult","Year",0.0210151290208726,"adult","Abundance"
"MERLMER_juvenile","Year",0.0327488051185452,"juvenile","Abundance"
"MERLMER_adult","Year",0.112171402944196,"adult","Abundance"
"MULLSUR_juvenile","Year",0.0683687891789232,"juvenile","Abundance"
"MULLSUR_adult","Year",0.00322714873222165,"adult","Abundance"
"PAGEACA_juvenile","Year",0.00967171830573418,"juvenile","Abundance"
"PAGEACA_adult","Year",0.00343756043619116,"adult","Abundance"
"SCOMPNE_juvenile","Year",0.0492754227307038,"juvenile","Abundance"
"SCOMPNE_adult","Year",0.102080818592069,"adult","Abundance"
"MULLBAR_juvenile","Year",0.0312544345622762,"juvenile","Abundance"
"MULLBAR_adult","Year",0.0418518441013227,"adult","Abundance"
"PAGEERY_juvenile","Year",0.0126736127467191,"juvenile","Abundance"
"PAGEERY_adult","Year",0.050096831551201,"adult","Abundance"
"SPARPAG_juvenile","Year",0.0621084342568263,"juvenile","Abundance"
"SPARPAG_adult","Year",0.0545007182110088,"adult","Abundance"
"TRIPLAS_juvenile","Year",0.105619447618276,"juvenile","Abundance"
"TRIPLAS_adult","Year",0.0422503274166744,"adult","Abundance"
"ASPICUC_juvenile","Year",0.0810305730982861,"juvenile","Abundance"
"ASPICUC_adult","Year",0.261318552833049,"adult","Abundance"
"CITHMAC_juvenile","Year",0.0841358934121311,"juvenile","Abundance"
"CITHMAC_adult","Year",0.0702394099893726,"adult","Abundance"
"TRACMED_juvenile","Year",0.0651902819889798,"juvenile","Abundance"
"TRACMED_adult","Year",0.00768487111331875,"adult","Abundance"
"RAJAOXY_adult","Year",0.110076564826829,"adult","Abundance"
